STREET_1,STREET_2,STREET_3,BOROUGH,NOOFHUMPS,NEARSCHOO,DATEINSTA,DATEREINS,ORDERNO,SEGMENTID
DWIGHT PLACE,AMPERE AVENUE,GRISWOLD AVENUE,Bronx,1,0,9/27/2018,,B-01325149 / 01325151,94612
90 STREET,97 AVENUE,101 AVENUE,Queens,1,0,9/27/2018,9/3/2019,B-01328279,51508
CONTINENTAL AVENUE,EAST 196 STREET,EAST 194 STREET,Bronx,1,0,9/26/2018,,B-01324160,94475
BENEDICT AVENUE,METROPOLITAN AVENUE,PUGSLEY AVENUE,Bronx,2,2,9/26/2018,,B-00012589,177970
BENEDICT AVENUE,METROPOLITAN AVENUE,PUGSLEY AVENUE,Bronx,2,2,9/26/2018,,B-00012589,177971
WETHEROLE STREET,64 ROAD,63 DRIVE,Queens,2,2,9/21/2018,,B-01328239,81816
57 AVENUE,74 STREET,73 PLACE,Queens,1,1,9/20/2018,10/10/2019,B-01328268 / 01328270,74525
68 AVENUE,108 STREET,YELLOWSTONE BOULEVARD,Queens,1,0,9/17/2018,,B-01328233,131126
68 AVENUE,108 STREET,YELLOWSTONE BOULEVARD,Queens,1,0,9/17/2018,,B-01328233,131125
84 AVENUE,112 STREET,110 STREET,Queens,1,0,9/17/2018,,B-01328199 / 01328202,53209
84 AVENUE,112 STREET,110 STREET,Queens,1,0,9/17/2018,,B-01328199 / 01328202,53210
79 STREET,69 ROAD,69 DRIVE,Queens,1,0,9/14/2018,,B-01326937,49620
67 PLACE,MYRTLE AVENUE,COOPER AVENUE,Queens,1,0,9/14/2018,,B-01328277,49308
GERVIL STREET,CORRELL AVENUE,LOCUST COURT,Staten Island,1,0,9/14/2018,,B-01301905 / 01302186,126526
GERVIL STREET,CORRELL AVENUE,LOCUST COURT,Staten Island,1,0,9/14/2018,,B-01301905 / 01302186,126525
215 PLACE,46 AVENUE,NORTHERN BOULEVARD,Queens,1,0,9/13/2018,,B-01325104 / 01325114,131998
215 PLACE,46 AVENUE,NORTHERN BOULEVARD,Queens,1,0,9/13/2018,,B-01325104 / 01325114,131996
215 PLACE,46 AVENUE,NORTHERN BOULEVARD,Queens,1,0,9/13/2018,,B-01325104 / 01325114,131997
NELSON AVENUE,DOCKSIDE LANE,TENNYSON DRIVE,Staten Island,1,0,9/13/2018,,B-01302006 / 01302009,255643
REEVES AVENUE,148 PLACE,149 STREET,Queens,1,1,9/12/2018,,B-01325791 / 01325804,90212
REEVES AVENUE,150 STREET,153 STREET,Queens,1,1,9/12/2018,,B-01325791 / 01325804,90342
43 STREET,19 AVENUE,20 AVENUE,Queens,1,0,9/11/2018,,B-01325057 / 01325062,76990
43 STREET,20 AVENUE,20 ROAD,Queens,1,0,9/11/2018,,B-01325057 / 01325062,76976
UNDERHILL AVENUE,187 STREET,186 STREET,Queens,1,0,9/7/2018,,B-01327080 / 01327086,97252
43 STREET,8 AVENUE,7 AVENUE,Brooklyn,1,1,9/7/2018,,B-01299039,20973
PRESIDENT STREET,BEDFORD AVENUE,FRANKLIN AVENUE,Brooklyn,2,0,9/5/2018,,B-01324539,29411
230 STREET,MERRICK BOULEVARD,135 AVENUE,Queens,1,0,9/4/2018,,B-01325051,171723
230 STREET,MERRICK BOULEVARD,135 AVENUE,Queens,1,0,9/4/2018,,B-01325051,171725
230 STREET,MERRICK BOULEVARD,135 AVENUE,Queens,1,0,9/4/2018,,B-01325051,171724
230 STREET,137 AVENUE,138 AVENUE,Queens,1,1,9/4/2018,,B-01325051,171624
230 STREET,137 AVENUE,138 AVENUE,Queens,1,1,9/4/2018,,B-01325051,171623
18 STREET,25 ROAD,26 AVENUE,Queens,1,0,8/30/2018,,B-01325070,68636
18 STREET,26 AVENUE,26 ROAD,Queens,1,0,8/30/2018,,B-01325070,68635
18 STREET,26 AVENUE,26 ROAD,Queens,1,0,8/30/2018,,B-01325070,68633
46 STREET,BROADWAY,34 AVENUE,Queens,1,0,8/28/2018,9/12/2019,B-01265791,68084
COURTLANDT AVENUE,EAST 161 STREET,EAST 162 STREET,Bronx,1,0,8/22/2018,,B-01322397,70266
COURTLANDT AVENUE,EAST 162 STREET,EAST 163 STREET,Bronx,1,0,8/22/2018,,B-01322397,70269
90 STREET,PARK LANE SOUTH,85 ROAD,Queens,1,0,8/21/2018,,B-01315824,52686
90 STREET,85 ROAD,86 ROAD,Queens,1,0,8/21/2018,,B-01315824,52672
98 STREET,163 AVENUE,164 AVENUE,Queens,2,0,8/17/2018,,B-01315828,54328
162 STREET,9 AVENUE,10 AVENUE,Queens,1,0,8/16/2018,,B-01314473 / 01314475,93397
DAWSON STREET,EAST 156 STREET,PROSPECT AVENUE,Bronx,1,1,8/16/2018,,B-01322449,77315
DAWSON STREET,EAST 156 STREET,PROSPECT AVENUE,Bronx,1,1,8/16/2018,,B-01322449,108800
DAWSON STREET,EAST 156 STREET,PROSPECT AVENUE,Bronx,1,1,8/16/2018,,B-01322449,108801
FAIRMOUNT PLACE,SOUTHERN BOULEVARD,MARMION AVENUE,Bronx,1,0,8/16/2018,,B-01322466,78984
204 STREET,45 ROAD,45 DRIVE,Queens,1,0,8/15/2018,,B-01313572 / 01313577,97789
265 STREET,77 AVENUE,76 AVENUE,Queens,1,0,8/15/2018,,B-01313132 / 01313151,103320
29 STREET,34 AVENUE,33 AVENUE,Queens,1,0,8/14/2018,,B-01313257,67664
30 STREET,BROADWAY,34 AVENUE,Queens,2,0,8/14/2018,,B-01310183 / 01310616,67677
111 ROAD,194 STREET,FARMERS BOULEVARD,Queens,2,0,8/10/2018,,B-01313032 / 01313043,61419
WEST 111 STREET,5 AVENUE,LENOX AVENUE,Manhattan,2,2,8/10/2018,,B-01320240,166140
WEST 111 STREET,5 AVENUE,LENOX AVENUE,Manhattan,2,2,8/10/2018,,B-01320240,166139
216 STREET,93 AVENUE,94 ROAD,Queens,1,0,8/9/2018,,B-0131083,100594
108 AVENUE,227 STREET,225 STREET,Queens,1,0,8/9/2018,,B-01313348 / 01313352,65520
WATER STREET,GOUVERNEUR SLIP EAST,JACKSON STREET,Manhattan,1,0,8/9/2018,,B-01318169,215267
WATER STREET,GOUVERNEUR SLIP EAST,JACKSON STREET,Manhattan,1,0,8/9/2018,,B-01318169,215268
WATER STREET,GOUVERNEUR SLIP EAST,JACKSON STREET,Manhattan,1,0,8/9/2018,,B-01318169,9005949
WATER STREET,GOUVERNEUR SLIP EAST,JACKSON STREET,Manhattan,1,0,8/9/2018,,B-01318169,9005940
WATER STREET,GOUVERNEUR SLIP EAST,JACKSON STREET,Manhattan,1,0,8/9/2018,,B-01318169,9005941
WATER STREET,GOUVERNEUR SLIP EAST,JACKSON STREET,Manhattan,1,0,8/9/2018,,B-01318169,9005942
WATER STREET,GOUVERNEUR SLIP EAST,JACKSON STREET,Manhattan,1,0,8/9/2018,,B-01318169,9005943
WATER STREET,GOUVERNEUR SLIP EAST,JACKSON STREET,Manhattan,1,0,8/9/2018,,B-01318169,9005944
WATER STREET,GOUVERNEUR SLIP EAST,JACKSON STREET,Manhattan,1,0,8/9/2018,,B-01318169,9005945
WATER STREET,GOUVERNEUR SLIP EAST,JACKSON STREET,Manhattan,1,0,8/9/2018,,B-01318169,9005946
WATER STREET,GOUVERNEUR SLIP EAST,JACKSON STREET,Manhattan,1,0,8/9/2018,,B-01318169,9005947
WATER STREET,GOUVERNEUR SLIP EAST,JACKSON STREET,Manhattan,1,0,8/9/2018,,B-01318169,9005939
WATER STREET,GOUVERNEUR SLIP EAST,JACKSON STREET,Manhattan,1,0,8/9/2018,,B-01318169,9009661
WATER STREET,GOUVERNEUR SLIP EAST,JACKSON STREET,Manhattan,1,0,8/9/2018,,B-01318169,9009660
WATER STREET,GOUVERNEUR SLIP EAST,JACKSON STREET,Manhattan,1,0,8/9/2018,,B-01318169,9005958
WATER STREET,GOUVERNEUR SLIP EAST,JACKSON STREET,Manhattan,1,0,8/9/2018,,B-01318169,9005937
WATER STREET,GOUVERNEUR SLIP EAST,JACKSON STREET,Manhattan,1,0,8/9/2018,,B-01318169,9005953
WATER STREET,GOUVERNEUR SLIP EAST,JACKSON STREET,Manhattan,1,0,8/9/2018,,B-01318169,9005952
WATER STREET,GOUVERNEUR SLIP EAST,JACKSON STREET,Manhattan,1,0,8/9/2018,,B-01318169,9005951
WATER STREET,GOUVERNEUR SLIP EAST,JACKSON STREET,Manhattan,1,0,8/9/2018,,B-01318169,9005950
WATER STREET,GOUVERNEUR SLIP EAST,JACKSON STREET,Manhattan,1,0,8/9/2018,,B-01318169,9005956
WATER STREET,GOUVERNEUR SLIP EAST,JACKSON STREET,Manhattan,1,0,8/9/2018,,B-01318169,9005955
WATER STREET,GOUVERNEUR SLIP EAST,JACKSON STREET,Manhattan,1,0,8/9/2018,,B-01318169,9005954
WEST 20 STREET,9 AVENUE,10 AVENUE,Manhattan,2,0,8/9/2018,,B-01317739,33454
BARNETT AVENUE,43 STREET,48 STREET,Queens,1,0,8/8/2018,10/1/2019,B-01307701 / 01307705,67855
BARNETT AVENUE,43 STREET,48 STREET,Queens,1,0,8/8/2018,10/1/2019,B-01307701 / 01307705,67847
BARNETT AVENUE,43 STREET,48 STREET,Queens,1,0,8/8/2018,10/1/2019,B-01307701 / 01307705,172644
BARNETT AVENUE,43 STREET,48 STREET,Queens,1,0,8/8/2018,10/1/2019,B-01307701 / 01307705,172645
191 STREET,STATION ROAD,42 AVENUE,Queens,1,0,8/8/2018,,B-01314484 / 01314489,97318
56 STREET,NORTHERN BOULEVARD,32 AVENUE,Queens,1,0,8/8/2018,,B-01313365,130410
56 STREET,NORTHERN BOULEVARD,32 AVENUE,Queens,1,0,8/8/2018,,B-01313365,130409
56 STREET,NORTHERN BOULEVARD,32 AVENUE,Queens,1,0,8/8/2018,,B-01313365,75429
GRENFELL STREET,82 AVENUE,AUDLEY STREET,Queens,1,0,8/7/2018,,B-01314707 / 01314712,55954
GRENFELL STREET,80 ROAD,UNION TURNPIKE,Queens,1,0,8/7/2018,,B-01314707 / 01314712,129137
GRENFELL STREET,80 ROAD,UNION TURNPIKE,Queens,1,0,8/7/2018,,B-01314707 / 01314712,129138
130 STREET,HILLSIDE AVENUE,KEW GARDENS ROAD,Queens,1,0,8/6/2018,,B-01314528,118907
130 STREET,HILLSIDE AVENUE,KEW GARDENS ROAD,Queens,1,0,8/6/2018,,B-01314528,118082
WEST 143 STREET,HAMILTON PLACE,BROADWAY,Manhattan,2,0,8/2/2018,,B-01320237,302440
WEST 143 STREET,HAMILTON PLACE,BROADWAY,Manhattan,2,0,8/2/2018,,B-01320237,166513
WEST 143 STREET,HAMILTON PLACE,BROADWAY,Manhattan,2,0,8/2/2018,,B-01320237,302442
WEST 143 STREET,HAMILTON PLACE,BROADWAY,Manhattan,2,0,8/2/2018,,B-01320237,302443
54 PLACE,NURGE AVENUE,ARNOLD AVENUE,Queens,1,0,8/2/2018,,B-01310061,45337
243 STREET,CROSS ISLAND PARKWAY,82 AVENUE,Queens,1,0,8/1/2018,,B-01313645 / 01313653,182275
243 STREET,CROSS ISLAND PARKWAY,82 AVENUE,Queens,1,0,8/1/2018,,B-01313645 / 01313653,182274
243 STREET,CROSS ISLAND PARKWAY,82 AVENUE,Queens,1,0,8/1/2018,,B-01313645 / 01313653,117634
243 STREET,CROSS ISLAND PARKWAY,82 AVENUE,Queens,1,0,8/1/2018,,B-01313645 / 01313653,102534
243 STREET,CROSS ISLAND PARKWAY,82 AVENUE,Queens,1,0,8/1/2018,,B-01313645 / 01313653,102522
EAST 33 STREET,AVENUE S,AVENUE T,Brooklyn,2,0,8/1/2018,,B-01318850,127982
EAST 33 STREET,AVENUE S,AVENUE T,Brooklyn,2,0,8/1/2018,,B-01318850,127981
BEACH 119 STREET,NEWPORT AVENUE,ROCKAWAY BEACH BOULEVARD,Queens,1,0,8/1/2018,,B-01309921,50084
BAY 25 STREET,BAYSWATER AVENUE,HEALY AVENUE,Queens,1,0,8/1/2018,,B-01309963,112947
BAY 25 STREET,BAYSWATER AVENUE,HEALY AVENUE,Queens,1,0,8/1/2018,,B-01309963,112948
BEACH 39 STREET,BEACH CHANNEL DRIVE,ROCKAWAY BEACH BOULEVARD,Queens,1,0,7/31/2018,,B-01309951,57934
FAR ROCKAWAY BOULEVARD,BAY 25 STREET,HARTMAN LANE,Queens,1,0,7/31/2018,,B-01310040 / 01310120,247195
FAR ROCKAWAY BOULEVARD,BAY 32 STREET,BEACH CHANNEL DRIVE,Queens,1,0,7/31/2018,,B-01310040 / 01310120,119007
FAR ROCKAWAY BOULEVARD,BAY 32 STREET,BEACH CHANNEL DRIVE,Queens,1,0,7/31/2018,,B-01310040 / 01310120,58078
77 STREET,88 AVENUE,90 AVENUE,Queens,1,0,7/30/2018,,B-01310238,52310
92 STREET,LIBERTY AVENUE,107 AVENUE,Queens,1,1,7/30/2018,,B-01310231,51633
75 AVENUE,220 STREET,SPRINGFIELD BOULEVARD,Queens,1,0,7/27/2018,,B-01313269 / 01313279,100218
108 STREET,101 AVENUE,103 AVENUE,Queens,1,0,7/26/2018,,B-01309940,216413
108 STREET,101 AVENUE,103 AVENUE,Queens,1,0,7/26/2018,,B-01309940,216412
147 STREET,116 AVENUE,FOCH BOULEVARD,Queens,2,0,7/26/2018,,B-01310614,58843
143 STREET,90 AVENUE,91 AVENUE,Queens,1,0,7/25/2018,,B-01310448,56874
211 STREET,HOLLIS AVENUE,104 AVENUE,Queens,1,0,7/24/2018,,B-01313169 / 01313178,171963
211 STREET,HOLLIS AVENUE,104 AVENUE,Queens,1,0,7/24/2018,,B-01313169 / 01313178,171967
211 STREET,HOLLIS AVENUE,104 AVENUE,Queens,1,0,7/24/2018,,B-01313169 / 01313178,171966
211 STREET,HOLLIS AVENUE,104 AVENUE,Queens,1,0,7/24/2018,,B-01313169 / 01313178,171965
211 STREET,HOLLIS AVENUE,104 AVENUE,Queens,1,0,7/24/2018,,B-01313169 / 01313178,171964
211 STREET,HOLLIS AVENUE,104 AVENUE,Queens,1,0,7/24/2018,,B-01313169 / 01313178,171968
211 STREET,104 AVENUE,109 AVENUE,Queens,1,0,7/24/2018,,B-01313169 / 01313178,171963
211 STREET,104 AVENUE,109 AVENUE,Queens,1,0,7/24/2018,,B-01313169 / 01313178,171965
211 STREET,104 AVENUE,109 AVENUE,Queens,1,0,7/24/2018,,B-01313169 / 01313178,171964
211 STREET,109 AVENUE,HOLLIS AVENUE,Queens,1,0,7/24/2018,,B-01313169 / 01313178,171968
211 STREET,109 AVENUE,HOLLIS AVENUE,Queens,1,0,7/24/2018,,B-01313169 / 01313178,171967
211 STREET,109 AVENUE,HOLLIS AVENUE,Queens,1,0,7/24/2018,,B-01313169 / 01313178,171966
HENDERSON AVENUE,BARD AVENUE,KISSEL AVENUE,Staten Island,1,0,7/20/2018,,B-01305069 / 01305074,13787
HENDERSON AVENUE,BRENTWOOD AVENUE,LOIS PLACE,Staten Island,1,0,7/19/2018,,B-01305069 / 01305074,13794
HENDERSON AVENUE,KISSEL AVENUE,WESTBURY AVENUE,Staten Island,1,0,7/19/2018,,B-01305069 / 01305074,13790
192 STREET,34 AVENUE,35 AVENUE,Queens,1,1,7/18/2018,,B-01314496 / 01314500,122322
36 AVENUE,BELL BOULEVARD,CORPORAL KENNEDY STREET,Queens,1,1,7/18/2018,,B-01313293 / 01313300,98054
36 AVENUE,BELL BOULEVARD,CORPORAL KENNEDY STREET,Queens,1,1,7/18/2018,,B-01313293 / 01313300,98062
36 AVENUE,BELL BOULEVARD,CORPORAL KENNEDY STREET,Queens,1,1,7/18/2018,,B-01313293 / 01313300,97872
36 AVENUE,BELL BOULEVARD,CORPORAL KENNEDY STREET,Queens,1,1,7/18/2018,,B-01313293 / 01313300,98058
36 AVENUE,BELL BOULEVARD,CORPORAL KENNEDY STREET,Queens,1,1,7/18/2018,,B-01313293 / 01313300,98081
36 AVENUE,218 STREET,219 STREET,Queens,1,0,7/18/2018,,B-01313293 / 01313300,98577
67 DRIVE,BOOTH STREET,AUSTIN STREET,Queens,2,0,7/17/2018,8/29/2019,B-01310188 / 01310192,82100
HENDERSON AVENUE,DEVON PLACE,CALDERA PLACE,Staten Island,1,0,7/16/2018,,B-01305069 / 01305074,13819
VAN DUZER STREET,ST PAULS AVENUE,SHELTERVIEW DRIVE,Staten Island,1,0,7/13/2018,9/12/2019,B-01300755 / 01300762,15194
VAN DUZER STREET,ST PAULS AVENUE,SHELTERVIEW DRIVE,Staten Island,1,0,7/13/2018,9/12/2019,B-01300755 / 01300762,15542
VAN DUZER STREET,ST PAULS AVENUE,SHELTERVIEW DRIVE,Staten Island,1,0,7/13/2018,9/12/2019,B-01300755 / 01300762,114959
VAN DUZER STREET,ST PAULS AVENUE,SHELTERVIEW DRIVE,Staten Island,1,0,7/13/2018,9/12/2019,B-01300755 / 01300762,16346
VAN DUZER STREET,ST PAULS AVENUE,SHELTERVIEW DRIVE,Staten Island,1,0,7/13/2018,9/12/2019,B-01300755 / 01300762,114956
VAN DUZER STREET,ST PAULS AVENUE,SHELTERVIEW DRIVE,Staten Island,1,0,7/13/2018,9/12/2019,B-01300755 / 01300762,114954
VAN DUZER STREET,ST PAULS AVENUE,SHELTERVIEW DRIVE,Staten Island,1,0,7/13/2018,9/12/2019,B-01300755 / 01300762,15543
VAN DUZER STREET,ST PAULS AVENUE,SHELTERVIEW DRIVE,Staten Island,1,0,7/13/2018,9/12/2019,B-01300755 / 01300762,15569
VAN DUZER STREET,ST PAULS AVENUE,SHELTERVIEW DRIVE,Staten Island,1,0,7/13/2018,9/12/2019,B-01300755 / 01300762,15544
VAN DUZER STREET,ST PAULS AVENUE,SHELTERVIEW DRIVE,Staten Island,1,0,7/13/2018,9/12/2019,B-01300755 / 01300762,16405
VAN DUZER STREET,ST PAULS AVENUE,SHELTERVIEW DRIVE,Staten Island,1,0,7/13/2018,9/12/2019,B-01300755 / 01300762,15546
VAN DUZER STREET,ST PAULS AVENUE,SHELTERVIEW DRIVE,Staten Island,1,0,7/13/2018,9/12/2019,B-01300755 / 01300762,16357
VAN DUZER STREET,ST PAULS AVENUE,SHELTERVIEW DRIVE,Staten Island,1,0,7/13/2018,9/12/2019,B-01300755 / 01300762,114960
VAN DUZER STREET,ST PAULS AVENUE,SHELTERVIEW DRIVE,Staten Island,1,0,7/13/2018,9/12/2019,B-01300755 / 01300762,16402
VAN DUZER STREET,ST PAULS AVENUE,SHELTERVIEW DRIVE,Staten Island,1,0,7/13/2018,9/12/2019,B-01300755 / 01300762,15345
VAN DUZER STREET,ST PAULS AVENUE,SHELTERVIEW DRIVE,Staten Island,1,0,7/13/2018,9/12/2019,B-01300755 / 01300762,15567
VAN DUZER STREET,ST PAULS AVENUE,SHELTERVIEW DRIVE,Staten Island,1,0,7/13/2018,9/12/2019,B-01300755 / 01300762,16408
VAN DUZER STREET,ST PAULS AVENUE,SHELTERVIEW DRIVE,Staten Island,1,0,7/13/2018,9/12/2019,B-01300755 / 01300762,15563
VAN DUZER STREET,CLINTON STREET,GRANT STREET,Staten Island,1,0,7/12/2018,9/11/2019,B-01299023,16402
LAKEWOOD AVENUE,139 STREET,141 STREET,Queens,1,0,7/12/2018,,B-01307589 / 01307594,55646
VAN DUZER STREET,SANDS STREET,WILLIAM STREET,Staten Island,1,0,7/11/2018,9/10/2019,B-01299023,15546
VAN DUZER STREET,SANDS STREET,WILLIAM STREET,Staten Island,1,0,7/11/2018,9/10/2019,B-01299023,15563
VAN DUZER STREET,BEACH STREET,PROSPECT STREET,Staten Island,1,0,7/10/2018,9/9/2019,B-01299023,15543
23 AVENUE,149 STREET,150 STREET,Queens,1,0,7/6/2018,,B-01310155 / 01310157,92635
91 AVENUE,79 STREET,80 STREET,Queens,1,0,7/5/2018,,B-01310265,51063
92 AVENUE,105 STREET,107 STREET,Queens,1,0,7/5/2018,,B-01310198 / 01310205,53164
117 STREET,97 AVENUE,101 AVENUE,Queens,1,0,7/3/2018,,B-01310280,55989
PARK LN SOUTH,91 STREET,WOODHAVEN BOULEVARD,Queens,1,0,7/2/2018,,B-01307722 / 01307731,169354
PARK LN SOUTH,91 STREET,WOODHAVEN BOULEVARD,Queens,1,0,7/2/2018,,B-01307722 / 01307731,169353
STERLING PLACE,VANDERBILT AVENUE,FLATBUSH AVENUE,Brooklyn,1,1,7/2/2018,,B-01300756,29136
PARK LN SOUTH,88 STREET,89 STREET,Queens,1,0,6/29/2018,,B-01307722 / 01307731,52548
PARK LN SOUTH,89 STREET,90 STREET,Queens,1,0,6/29/2018,,B-01307722 / 01307731,52685
PARK LN SOUTH,FOREST PARK DRIVE,85 STREET,Queens,1,0,6/28/2018,,B-01307722 / 01307731,52427
PARK LN SOUTH,86 STREET,87 STREET,Queens,1,0,6/28/2018,,B-01307722 / 01307731,52541
47 STREET,30 AVENUE,30 ROAD,Queens,1,0,6/27/2018,,B-01310175,68251
30 ROAD,12 STREET,VERNON BOULEVARD,Queens,1,0,6/27/2018,,B-01308914,68473
47 STREET,30 ROAD,31 AVENUE,Queens,1,0,6/26/2018,,B-01310175,68248
45 STREET,28 AVENUE,25 AVENUE,Queens,2,0,6/25/2018,,B-01310215,129748
45 STREET,28 AVENUE,25 AVENUE,Queens,2,0,6/25/2018,,B-01310215,129747
37 STREET,23 AVENUE,24 AVENUE,Queens,2,0,6/22/2018,,B-01310184,68999
37 STREET,23 AVENUE,24 AVENUE,Queens,2,0,6/22/2018,,B-01310184,68995
162 STREET,65 AVENUE,161 STREET,Queens,1,0,6/21/2018,,B-389086 / 389087,179066
162 STREET,65 AVENUE,161 STREET,Queens,1,0,6/21/2018,,B-389086 / 389087,179067
162 STREET,65 AVENUE,161 STREET,Queens,1,0,6/21/2018,,B-389086 / 389087,267210
29 STREET,24 AVENUE,DOROTHY PLACE,Queens,1,0,6/20/2018,,B-01310136,68847
29 STREET,DOROTHY PLACE,HOYT AVENUE N,Queens,1,0,6/20/2018,,B-01310136,68842
HOYT STREET,UNION STREET,PRESIDENT STREET,Brooklyn,1,1,6/19/2018,,B-01270449,22533
CRESCENT STREET,24 AVENUE,HOYT AVENUE N,Queens,2,0,6/19/2018,,B-01307307,129787
CRESCENT STREET,24 AVENUE,HOYT AVENUE N,Queens,2,0,6/19/2018,,B-01307307,129788
CRESCENT STREET,24 AVENUE,HOYT AVENUE N,Queens,2,0,6/19/2018,,B-01307307,129789
125 STREET,109 AVENUE,111 AVENUE,Queens,1,0,6/19/2018,,B-01310467,55189
130 STREET,107 AVENUE,109 AVENUE,Queens,1,0,6/18/2018,,B-01310434,55214
130 STREET,107 AVENUE,109 AVENUE,Queens,1,0,6/18/2018,,B-01310434,55216
CORRELL AVENUE,WINANT AVENUE,BLOOMINGDALE ROAD,Staten Island,1,0,6/15/2018,,B-01301930 / 01301948,1501
CORRELL AVENUE,WINANT AVENUE,BLOOMINGDALE ROAD,Staten Island,1,0,6/15/2018,,B-01301930 / 01301948,1582
95 STREET,JAMAICA AVENUE,89 AVENUE,Queens,2,0,6/15/2018,,B-01310194,52813
CORRELL AVENUE,MAGUIRE AVENUE,BOMBAY STREET,Staten Island,1,0,6/14/2018,,B-01301930 / 01301948,1692
CORRELL AVENUE,BOMBAY STREET,NORTH EDO COURT,Staten Island,1,0,6/14/2018,,B-01301930 / 01301948,1592
AVENUE H,EAST 12 STREET,ARGYLE ROAD,Brooklyn,1,0,6/14/2018,,B-01305013 / 01305023,26922
GREENE AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,Brooklyn,1,0,6/14/2018,,B-01302485,29585
43 STREET,BROADWAY,31 AVENUE,Queens,2,0,6/13/2018,9/12/2019,B-01308901,67996
48 STREET,28 AVENUE,30 AVENUE,Queens,1,0,6/13/2018,,B-01310181,129743
48 STREET,28 AVENUE,30 AVENUE,Queens,1,0,6/13/2018,,B-01310181,129746
48 STREET,28 AVENUE,30 AVENUE,Queens,1,0,6/13/2018,,B-01310181,129744
48 STREET,28 AVENUE,30 AVENUE,Queens,1,0,6/13/2018,,B-01310181,129745
35 STREET,34 AVENUE,BROADWAY,Queens,2,0,6/12/2018,,B-01308970,67772
97 STREET,103 AVENUE,LIBERTY AVENUE,Queens,1,0,6/11/2018,,B-01308233,51807
92 STREET,156 AVENUE,157 AVENUE,Queens,1,0,6/11/2018,,B-01308225,51851
JUNO STREET,68 AVENUE,69 AVENUE,Queens,1,0,6/8/2018,,B-01307645,130977
JUNO STREET,68 AVENUE,69 AVENUE,Queens,1,0,6/8/2018,,B-01307645,130979
JUNO STREET,68 AVENUE,69 AVENUE,Queens,1,0,6/8/2018,,B-01307645,130978
JUNO STREET,68 AVENUE,69 AVENUE,Queens,1,0,6/8/2018,,B-01307645,130982
JUNO STREET,68 AVENUE,69 AVENUE,Queens,1,0,6/8/2018,,B-01307645,130980
JUNO STREET,68 AVENUE,69 AVENUE,Queens,1,0,6/8/2018,,B-01307645,130981
69 PLACE,CENTRAL AVENUE,70 AVENUE,Queens,1,0,6/8/2018,,B-01307580,49347
CROWN STREET,ROGERS AVENUE,BEDFORD AVENUE,Brooklyn,2,0,6/8/2018,8/12/2019,B-01302507,127511
CROWN STREET,ROGERS AVENUE,BEDFORD AVENUE,Brooklyn,2,0,6/8/2018,8/12/2019,B-01302507,127513
CROWN STREET,ROGERS AVENUE,BEDFORD AVENUE,Brooklyn,2,0,6/8/2018,8/12/2019,B-01302507,127512
58 PLACE,57 ROAD,57 DRIVE,Queens,1,0,6/6/2018,,B-01292375,66941
58 PLACE,57 DRIVE,58 AVENUE,Queens,1,0,6/6/2018,,B-01292375,66940
AUDLEY STREET,116 STREET,ABINGDON ROAD,Queens,2,0,6/4/2018,,B-01307653,115747
AUDLEY STREET,116 STREET,ABINGDON ROAD,Queens,2,0,6/4/2018,,B-01307653,115746
AUDLEY STREET,116 STREET,ABINGDON ROAD,Queens,2,0,6/4/2018,,B-01307653,115748
79 STREET,77 AVENUE,78 AVENUE,Queens,1,0,6/4/2018,,B-01307657,49602
PARK PLACE,BUFFALO AVENUE,RALPH AVENUE,Brooklyn,2,2,6/1/2018,,B-01302465,9001712
PARK PLACE,BUFFALO AVENUE,RALPH AVENUE,Brooklyn,2,2,6/1/2018,,B-01302465,9001721
PARK PLACE,BUFFALO AVENUE,RALPH AVENUE,Brooklyn,2,2,6/1/2018,,B-01302465,9001722
PARK PLACE,BUFFALO AVENUE,RALPH AVENUE,Brooklyn,2,2,6/1/2018,,B-01302465,9001716
PARK PLACE,BUFFALO AVENUE,RALPH AVENUE,Brooklyn,2,2,6/1/2018,,B-01302465,9001719
PARK PLACE,BUFFALO AVENUE,RALPH AVENUE,Brooklyn,2,2,6/1/2018,,B-01302465,9001704
PARK PLACE,BUFFALO AVENUE,RALPH AVENUE,Brooklyn,2,2,6/1/2018,,B-01302465,9001747
PARK PLACE,BUFFALO AVENUE,RALPH AVENUE,Brooklyn,2,2,6/1/2018,,B-01302465,9001695
PARK PLACE,BUFFALO AVENUE,RALPH AVENUE,Brooklyn,2,2,6/1/2018,,B-01302465,9001697
84 STREET,30 AVENUE,31 AVENUE,Queens,1,0,6/1/2018,,B-01307333,130573
84 STREET,30 AVENUE,31 AVENUE,Queens,1,0,6/1/2018,,B-01307333,130572
84 STREET,30 AVENUE,31 AVENUE,Queens,1,0,6/1/2018,,B-01307333,130571
88 STREET,35 AVENUE,37 AVENUE,Queens,1,0,5/31/2018,,B-01307515,130609
88 STREET,35 AVENUE,37 AVENUE,Queens,1,0,5/31/2018,,B-01307515,130608
88 STREET,35 AVENUE,37 AVENUE,Queens,1,0,5/31/2018,,B-01307515,130610
98 STREET,31 AVENUE,32 AVENUE,Queens,1,0,5/31/2018,,B-01307683,76810
98 STREET,NORTHERN BOULEVARD,34 AVENUE,Queens,1,0,5/31/2018,,B-01307677,177404
