nodeid,masterid,control_type,control_id,node_lon_lat,control_lon_lat,distance
5613,5613,SIG,50396,"[-74.1407052874154, 40.6056303932641]","[-74.140705, 40.6056299999998]",0.164004127368054
5614,5614,SIG,50104,"[-74.1404622798893, 40.6030699813029]","[-74.140462, 40.6030689999998]",0.365864398274549
5642,5642,SIG,50669,"[-74.1377168926465, 40.600862023262]","[-74.137703, 40.6008739999998]",5.82433516188351
5653,5653,SIG,50670,"[-74.134454365135, 40.6011294966611]","[-74.134467, 40.6011189999998]",5.18987618725978
5654,5654,SIG,50604,"[-74.137652746595, 40.6032552233042]","[-74.137661, 40.6032649999999]",4.23552091141238
5678,5678,SIG,50687,"[-74.133787497136, 40.59633053205]","[-74.133751, 40.5963409999999]",10.8294445961393
5709,5709,SIG,50398,"[-74.1317739816605, 40.6055934956911]","[-74.131774, 40.6055939999998]",0.183803235123693
5710,5710,SIG,50091,"[-74.1315682614463, 40.603769506249]","[-74.131568, 40.6037689999998]",0.19821338039576
5717,5717,SIG,50244,"[-74.1304004388795, 40.5827589682082]","[-74.130399, 40.5827699999998]",4.03898117334139
5735,5735,SIG,50707,"[-74.1271456377157, 40.5983303618022]","[-74.127154, 40.5983339999998]",2.67389314957629
5774,5774,SIG,50408,"[-74.1254522346247, 40.5981373496245]","[-74.125454, 40.5981379999998]",0.54451095859247
5802,5802,SIG,50154,"[-74.1573508086373, 40.6080546656652]","[-74.157353, 40.6080539999998]",0.655011571781215
5827,5827,SIG,50131,"[-74.1587600970412, 40.6130069807104]","[-74.158762, 40.6130059999998]",0.637815010294322
5839,9043600,SIG,50130,"[-74.1576611947606, 40.6143915606443]","[-74.157663, 40.6143909999998]",0.541224166447312
5846,84006,SIG,50136,"[-74.1567556752832, 40.6163638856635]","[-74.15676, 40.6163599999999]",1.85624889427842
5855,5855,SIG,50127,"[-74.1557778362449, 40.6179221672364]","[-74.155777, 40.6179229999998]",0.382031968037994
5873,5873,SIG,50147,"[-74.1578257598483, 40.6262176819837]","[-74.157824, 40.6262179999998]",0.502063902993416
5874,5874,SIG,50709,"[-74.1566773006116, 40.6260479106333]","[-74.156666, 40.6260939999998]",17.0820801800755
5895,5895,SIG,50151,"[-74.1554364001811, 40.6084361935029]","[-74.155437, 40.6084349999998]",0.465628390930894
5910,64968,SIG,50156,"[-74.1533866533932, 40.6088498638745]","[-74.153386, 40.6088499999999]",0.188077610750973
5932,5932,SIG,50129,"[-74.1552430684129, 40.6184314514631]","[-74.155245, 40.6184319999999]",0.572275990891122
5942,6007,SIG,50681,"[-74.152605697458, 40.6175545065322]","[-74.152602, 40.6175609999998]",2.57884389427066
5956,5956,SIG,50477,"[-74.1557616959535, 40.6259092497728]","[-74.155763, 40.6259079999999]",0.581684877209051
5957,5958,SIG,50449,"[-74.1548974678152, 40.6257889731012]","[-74.154898, 40.6257879999998]",0.384074195542662
5992,5992,SIG,50155,"[-74.1495434359772, 40.6096271725777]","[-74.149544, 40.6096259999998]",0.455000399236877
6007,6007,SIG,50682,"[-74.1515540279831, 40.6175127808597]","[-74.151554, 40.6175159999999]",1.17284303865595
6057,6057,SIG,50103,"[-74.1513497253674, 40.6254217001448]","[-74.151352, 40.6254229999998]",0.789277074484164
6064,6064,SIG,50128,"[-74.1487680468399, 40.6251047562282]","[-74.148769, 40.6251049999998]",0.279097634994897
6096,6096,SIG,50161,"[-74.1469686419562, 40.6101513550647]","[-74.146967, 40.6101509999998]",0.473893997205815
6124,6125,SIG,50420,"[-74.1460356212415, 40.6170127768853]","[-74.146035, 40.6170139999998]",0.477825866654624
6144,6147,SIG,50164,"[-74.1466997915391, 40.6249139639943]","[-74.14665, 40.6249199999998]",13.9956338154505
6147,6147,SIG,50163,"[-74.1457671647288, 40.6249574567475]","[-74.145767, 40.6249579999998]",0.203135004386338
6181,6181,SIG,50122,"[-74.1469108594985, 40.6311562315512]","[-74.146912, 40.6311569999998]",0.4226050958307
6225,6225,SIG,50345,"[-74.1423361148805, 40.6166086432802]","[-74.142335, 40.6166099999998]",0.583202197840753
6254,6254,SIG,50094,"[-74.1416165364189, 40.622165300327]","[-74.141615, 40.6221659999998]",0.49688571462117
6255,6255,SIG,50425,"[-74.1443348272046, 40.6225165008555]","[-74.144336, 40.6225169999998]",0.372916666839643
6267,6366,SIG,50097,"[-74.1416648085348, 40.6246403694919]","[-74.141664, 40.6246419999998]",0.635024176853608
6270,6270,SIG,50165,"[-74.1440243781993, 40.6249911984851]","[-74.144024, 40.6249899999998]",0.449083990749059
6285,6286,SIG,50523,"[-74.1439817562258, 40.6305999481279]","[-74.143982, 40.6306009999998]",0.389152823166581
6293,6293,SIG,50145,"[-74.1408533410177, 40.6072909101758]","[-74.140853, 40.6072899999998]",0.344855095653073
6295,6295,SIG,50123,"[-74.1409252834902, 40.6080896315599]","[-74.140926, 40.6080889999999]",0.3041768151715
6307,6307,SIG,50162,"[-74.1412035664384, 40.611305101014]","[-74.141203, 40.6113049999998]",0.161520000073656
6328,6328,SIG,50675,"[-74.1398218477166, 40.6162998251352]","[-74.139819, 40.6163109999998]",4.14735025391383
6381,66382,SIG,50096,"[-74.138350137237, 40.6273203222212]","[-74.138358, 40.6273069999998]",5.3217887669426
6389,6389,SIG,50135,"[-74.1406017571165, 40.6296581702385]","[-74.140601, 40.6296579999998]",0.21911659189975
6400,6400,SIG,50399,"[-74.1395060277138, 40.6305709939092]","[-74.139511, 40.6305689999998]",1.55965901761224
6405,6406,SIG,50108,"[-74.1383706457346, 40.6315912327957]","[-74.138371, 40.6315899999999]",0.459778641485296
6472,6472,SIG,50658,"[-74.1375612970184, 40.6216334054889]","[-74.137559, 40.6216479999998]",5.35526592509954
6487,6487,SIG,50101,"[-74.1372303702327, 40.6242716042129]","[-74.137228, 40.6242959999999]",8.91235292197358
6498,6498,SIG,50087,"[-74.1358100828282, 40.62506434]","[-74.135811, 40.6250629999998]",0.550597936585373
6512,6512,SIG,50405,"[-74.1371128811688, 40.6327856949078]","[-74.137085, 40.6328119999998]",12.3180333949871
6521,6521,SIG,50090,"[-74.1320422747875, 40.6077559730464]","[-74.132041, 40.6077559999998]",0.354099405446211
6533,6533,SIG,50089,"[-74.1321505119427, 40.6085519636962]","[-74.13215, 40.6085519999998]",0.14276060741902
6534,6534,SIG,50357,"[-74.1323113520982, 40.6102576481793]","[-74.132312, 40.6102559999998]",0.626842191263747
6541,6541,SIG,50149,"[-74.1323055239364, 40.6124384315882]","[-74.132306, 40.6124389999998]",0.245674120345372
6547,66377,SIG,50150,"[-74.1307187920333, 40.6125578452982]","[-74.130679, 40.6125909999998]",16.3696156123649
6583,6584,SIG,50690,"[-74.1313563058333, 40.6182942261794]","[-74.13138, 40.6183099999998]",8.73474978712689
6587,6587,SIG,50653,"[-74.1312230224993, 40.6172651812343]","[-74.131224, 40.6172649999999]",0.279295698450322
6601,6601,SIG,50110,"[-74.13180411927, 40.6210206907132]","[-74.131804, 40.6210189999998]",0.616860739537264
6610,6610,SIG,50625,"[-74.1320580702012, 40.6233864926885]","[-74.132062, 40.6233879999998]",1.22133298771981
6625,6625,SIG,50111,"[-74.1313098548335, 40.6263283431367]","[-74.13131, 40.6263279999998]",0.131347897048509
6639,6639,SIG,50106,"[-74.1340430107903, 40.6327945557421]","[-74.134043, 40.6327949999998]",0.161882719675663
6641,6641,SIG,50098,"[-74.1328328119866, 40.6321212183901]","[-74.132831, 40.6321209999998]",0.509195440544237
6672,6739,SIG,50159,"[-74.1271120204652, 40.6127495231985]","[-74.127113, 40.6127489999999]",0.332110222931089
6706,6706,SIG,50483,"[-74.1282622714462, 40.6266735040978]","[-74.128263, 40.6266749999999]",0.581309840301544
6719,65217,SIG,50112,"[-74.1304742911021, 40.6308855089963]","[-74.130462, 40.6308969999998]",5.40053391172219
6726,6726,SIG,50534,"[-74.1275987780118, 40.6311678496997]","[-74.127598, 40.6311689999998]",0.471451992123757
6787,6788,SIG,50095,"[-74.1239980096305, 40.6216244129465]","[-74.124021, 40.6215569999998]",25.3760271496995
6790,6790,SIG,50115,"[-74.12373558881, 40.6209706831768]","[-74.123735, 40.6209709999998]",0.200105772091369
6805,6805,SIG,50102,"[-74.1251328712668, 40.6271026018304]","[-74.125133, 40.6271039999999]",0.510642208090151
6813,6813,SIG,50494,"[-74.1253713413707, 40.6282314147749]","[-74.12537, 40.6282319999998]",0.42906232782618
6823,6823,SIG,50043,"[-74.1248916794394, 40.6317279910716]","[-74.124893, 40.6317289999998]",0.519102240509131
6863,6863,SIG,50700,"[-74.1528623496767, 40.6368644536765]","[-74.152856, 40.6368719999998]",3.26566253107711
6893,6893,SIG,50342,"[-74.1458390600083, 40.6345749720206]","[-74.145839, 40.6345749999998]",0.0195272705457285
6910,6910,SIG,50731,"[-74.142773890743, 40.633791611077]","[-74.142783, 40.6337929999998]",2.57847130810112
6913,6913,SIG,50349,"[-74.1447822897708, 40.6379537792325]","[-74.144783, 40.6379529999998]",0.345617537789528
6932,66420,SIG,50526,"[-74.1414900583313, 40.6334895336058]","[-74.141491, 40.6334879999998]",0.616843844532324
6944,6944,SIG,50684,"[-74.1402664240225, 40.6362792584208]","[-74.140268, 40.6362529999998]",9.5766456587749
6957,6957,SIG,50434,"[-74.1390835614167, 40.6397077945235]","[-74.139083, 40.6397079999998]",0.172861608361343
6966,6966,SIG,50133,"[-74.1361154002617, 40.6339600688088]","[-74.136117, 40.6339589999998]",0.590575533176143
6980,6980,SIG,50126,"[-74.1347696134661, 40.6360250696748]","[-74.13477, 40.6360239999998]",0.404208230012136
6987,6987,SIG,50667,"[-74.1366651272544, 40.6402246756526]","[-74.136685, 40.6402109999998]",7.43254033508276
7001,7001,SIG,50092,"[-74.132619390358, 40.6350134581978]","[-74.132621, 40.6350139999998]",0.488422649033665
7026,83807,SIG,50225,"[-74.1315088186454, 40.6403929491244]","[-74.131492, 40.6403949999998]",4.72708346396265
7038,7038,SIG,50109,"[-74.1294414871471, 40.6336717206741]","[-74.12944, 40.6336729999998]",0.62259102758867
7041,7041,SIG,50519,"[-74.1284702367156, 40.6336700813863]","[-74.128471, 40.6336709999998]",0.396093646290979
7051,7051,SIG,50393,"[-74.1286704730777, 40.63734826425]","[-74.128669, 40.6373489999999]",0.488879231886701
7072,7072,SIG,50035,"[-74.1259566590114, 40.6338587026713]","[-74.125957, 40.6338579999998]",0.272936707550473
7077,7077,SIG,50044,"[-74.1268887264535, 40.6372100882125]","[-74.126889, 40.6372109999998]",0.340754023904668
7132,7132,SIG,50597,"[-74.1215769214557, 40.5613125451275]","[-74.121577, 40.5613119999998]",0.199798780747307
7137,7137,SIG,50309,"[-74.1200526667251, 40.5603932062995]","[-74.120053, 40.5603939999998]",0.303630600599897
7157,7157,SIG,50338,"[-74.1202400899778, 40.5662274650224]","[-74.12024, 40.5662269999999]",0.171253595449117
7158,7158,SIG,50252,"[-74.1230928113912, 40.5679663666086]","[-74.123093, 40.5679659999998]",0.14347605658916
7172,66689,SIG,50511,"[-74.1213873135005, 40.5720922106682]","[-74.121388, 40.5720909999998]",0.480543264831543
7208,7208,SIG,50212,"[-74.1197856742869, 40.5758155557919]","[-74.119785, 40.5758149999998]",0.275841744669256
7254,9040128,SIG,50322,"[-74.1163633643799, 40.5639156382104]","[-74.116363, 40.5639169999998]",0.506357568628566
7259,7259,SIG,50348,"[-74.1180405543044, 40.5649216424663]","[-74.118042, 40.5649219999998]",0.422268523649882
7291,7291,SIG,50325,"[-74.1182968734326, 40.5750225831792]","[-74.118297, 40.5750229999999]",0.155875395628973
7296,7296,SIG,50330,"[-74.11745978849, 40.5731213346938]","[-74.117471, 40.5731299999998]",4.4348187262464
7297,7299,SIG,50329,"[-74.1166829283842, 40.5741589812732]","[-74.116693, 40.5741589999999]",2.7979456304272
7306,7306,SIG,50541,"[-74.1175708845904, 40.5777098432386]","[-74.117575, 40.5777029999998]",2.74277278266488
7357,7357,SIG,50308,"[-74.1137616121097, 40.5664971885929]","[-74.113761, 40.5664969999998]",0.183421479210343
7364,7364,SIG,50304,"[-74.1126127648978, 40.5676277870441]","[-74.112622, 40.5676309999998]",2.82020261372156
7371,7371,SIG,50324,"[-74.1140289141576, 40.5727533518084]","[-74.114028, 40.5727549999998]",0.65197330601506
7372,7372,SIG,50327,"[-74.113568892879, 40.5725030112186]","[-74.11357, 40.5725019999998]",0.479923944169598
7428,7428,SIG,50294,"[-74.110139471836, 40.5643106670043]","[-74.110166, 40.5642839999998]",12.19497274274
7439,7439,SIG,50326,"[-74.1116497846119, 40.5714842640715]","[-74.111625, 40.5714949999998]",7.91893239041111
7442,7442,SIG,50315,"[-74.1097615832483, 40.5704663801396]","[-74.109762, 40.5704669999998]",0.253780941906753
7500,7500,SIG,50328,"[-74.1066043942172, 40.5687782684338]","[-74.106606, 40.5687789999998]",0.51968078183689
7504,7504,SIG,50182,"[-74.1080882982271, 40.5721313478521]","[-74.108087, 40.5721319999998]",0.431890177417876
7512,7512,SIG,50178,"[-74.1064226262082, 40.573785889051]","[-74.106395, 40.5738199999998]",14.6062694251147
7522,7522,SIG,50686,"[-74.1055998901767, 40.5775774710997]","[-74.105581, 40.5775979999998]",9.13643963500698
7567,7567,SIG,50188,"[-74.1036889754417, 40.576503922017]","[-74.103688, 40.5765029999998]",0.431583136919084
7571,7571,SIG,50189,"[-74.1023160733575, 40.5779442455804]","[-74.102315, 40.5779449999998]",0.40552157487267
7618,7618,SIG,50209,"[-74.1011203921897, 40.5773094437062]","[-74.101103, 40.5773029999998]",5.37155688160041
7648,7648,SIG,50211,"[-74.0948433432125, 40.5732591214563]","[-74.094843, 40.5732579999998]",0.419552169345525
7711,7711,SIG,50210,"[-74.0902776026923, 40.5707810161668]","[-74.090278, 40.5707799999998]",0.386319134108297
7729,7729,SIG,50377,"[-74.0876973764692, 40.5730618836614]","[-74.087717, 40.5730819999998]",9.13412727596682
7751,66781,SIG,50539,"[-74.1231934308183, 40.5991661673042]","[-74.123177, 40.5991589999999]",5.25719135362562
7764,7764,SIG,50117,"[-74.1205954634172, 40.601809758042]","[-74.120595, 40.6018099999998]",0.155983174602085
7771,7771,SIG,50107,"[-74.1207822965877, 40.6045300331373]","[-74.120784, 40.6045299999998]",0.473153986213094
7808,7808,SIG,50525,"[-74.1148194156031, 40.5791768740788]","[-74.11482, 40.5791769999998]",0.168693534223662
7810,7810,SIG,50241,"[-74.1139750816282, 40.5800132126557]","[-74.11395, 40.5800419999998]",12.5912068001789
7823,7823,SIG,50124,"[-74.1148705848686, 40.6021366600033]","[-74.11487, 40.6021369999998]",0.20425707676555
7837,7837,SIG,50561,"[-74.1098115918841, 40.5791139602803]","[-74.109812, 40.5791129999998]",0.367763722930196
7838,7838,SIG,50560,"[-74.1094307025523, 40.5789096164296]","[-74.10943, 40.5789099999999]",0.24003152438638
7840,7840,SIG,50341,"[-74.1091115147009, 40.5796090423667]","[-74.109132, 40.5796319999998]",10.1162345518432
7842,7842,SIG,50204,"[-74.1122099813726, 40.5812662372311]","[-74.11221, 40.5812649999999]",0.45078395406105
7868,7868,SIG,50358,"[-74.1106456667955, 40.593261572161]","[-74.110644, 40.5932499999998]",4.24136911901818
7872,7872,SIG,50427,"[-74.1103777972305, 40.5952996350879]","[-74.110379, 40.5952979999998]",0.682963144047939
7893,7893,SIG,50340,"[-74.1087944219346, 40.5794380272637]","[-74.10878, 40.5794349999998]",4.1552020991231
7897,7897,SIG,50546,"[-74.1075558825287, 40.5807300954697]","[-74.107558, 40.5807289999998]",0.710807649979193
7898,7898,SIG,50437,"[-74.1071089531792, 40.5785357903549]","[-74.107108, 40.5785359999998]",0.275575958965651
7900,7900,SIG,50547,"[-74.1072684837718, 40.5805753118429]","[-74.10723, 40.5805809999998]",10.8889445288873
8019,8019,SIG,50237,"[-74.1039253799127, 40.5870758741653]","[-74.103924, 40.5870759999998]",0.3860035355756
8077,8077,SIG,50634,"[-74.1003908352023, 40.5796886654322]","[-74.100458, 40.5797209999998]",22.0649751858021
8090,8090,SIG,50187,"[-74.098440008228, 40.5812417059433]","[-74.098439, 40.5812419999999]",0.299851739571469
8108,8108,SIG,50234,"[-74.101494823923, 40.5893442610517]","[-74.101494, 40.5893449999998]",0.353333433326789
8111,8111,SIG,50238,"[-74.1009095745848, 40.5910216146409]","[-74.100906, 40.5910199999998]",1.15397731203141
8116,8116,SIG,50373,"[-74.0984350033437, 40.5897463584233]","[-74.098475, 40.5897279999998]",12.9667752910735
8118,8119,SIG,50236,"[-74.1008305238607, 40.5926323055068]","[-74.100829, 40.5926309999998]",0.636660469432585
8186,8186,SIG,50196,"[-74.0961689123264, 40.583043786491]","[-74.09617, 40.5830449999998]",0.535480420188469
8236,8236,SIG,50235,"[-74.0972207289216, 40.5953651545885]","[-74.097222, 40.5953649999998]",0.35746354839793
8286,8286,SIG,50181,"[-74.0934069937343, 40.5852401119226]","[-74.093409, 40.5852399999998]",0.55874646543173
8299,8299,SIG,50186,"[-74.0916180471181, 40.587067525771]","[-74.091618, 40.5870669999998]",0.191998229795888
8300,8300,SIG,50185,"[-74.0911174771306, 40.587634596437]","[-74.091119, 40.5876349999999]",0.447799541355207
8336,8336,SIG,50213,"[-74.0933815018297, 40.5970203426972]","[-74.093364, 40.5970319999998]",6.45454223990556
8368,8368,SIG,50390,"[-74.09282191454, 40.6018095655193]","[-74.092823, 40.6018109999998]",0.603310878333855
8370,8370,SIG,50407,"[-74.0915021229901, 40.6010078980418]","[-74.091516, 40.6010089999999]",3.87439892439247
8371,8371,SIG,50428,"[-74.0914220707984, 40.6017190324075]","[-74.091422, 40.6017189999998]",0.0229329036339468
8372,8372,SIG,50250,"[-74.0913447042357, 40.6024245821928]","[-74.091344, 40.6024239999998]",0.288499969699703
8373,8373,SIG,50692,"[-74.0912650020819, 40.6031254501131]","[-74.091243, 40.6031169999998]",6.84143300213742
8382,8382,SIG,50239,"[-74.0926092116927, 40.6032301231684]","[-74.092609, 40.6032299999998]",0.0739535771941861
8383,8383,SIG,50432,"[-74.0925866583307, 40.6051405364974]","[-74.092587, 40.6051409999998]",0.193692037093194
8401,8401,SIG,50247,"[-74.0884959658508, 40.5847884243328]","[-74.088497, 40.5847879999998]",0.32620470370052
8405,8405,SIG,50691,"[-74.0898796197652, 40.5890367052463]","[-74.089858, 40.5890379999999]",6.02322361044142
8416,8416,SIG,50183,"[-74.0883642529113, 40.5907517120181]","[-74.088365, 40.5907529999998]",0.513072604603158
8431,8431,SIG,50555,"[-74.087389544658, 40.5921898549144]","[-74.087391, 40.5921889999998]",0.510276462851651
8475,8475,SIG,50120,"[-74.1209205376288, 40.6063586681831]","[-74.12092, 40.6063579999998]",0.285564128189117
8481,8481,SIG,50119,"[-74.1212725338663, 40.6093621698629]","[-74.121272, 40.6093629999998]",0.336812989487539
8483,8483,SIG,50116,"[-74.1214479513008, 40.6101715451202]","[-74.12145, 40.6101719999998]",0.592480094372324
8484,8484,SIG,50118,"[-74.1211687981669, 40.6088343759968]","[-74.12117, 40.6088329999998]",0.602220422199404
8491,8491,SIG,50153,"[-74.1225577738351, 40.6130766309942]","[-74.122557, 40.6130779999998]",0.543071156853411
8499,8499,SIG,50451,"[-74.1232811756319, 40.6160028783929]","[-74.123283, 40.6160029999998]",0.50843366872625
8526,8526,SIG,50036,"[-74.1232197038922, 40.6292485914419]","[-74.123221, 40.6292499999998]",0.626722708241731
8531,8531,SIG,50038,"[-74.1212567794997, 40.6278227500937]","[-74.121258, 40.6278219999998]",0.435268461993852
8558,8558,SIG,50137,"[-74.1165623733985, 40.609404199472]","[-74.116561, 40.6094029999998]",0.579986257985289
8559,64966,SIG,50114,"[-74.1166676414501, 40.6100860842155]","[-74.116678, 40.6101219999998]",13.3974093531637
8567,8567,SIG,50140,"[-74.1169408182531, 40.6121553242195]","[-74.11694, 40.6121559999998]",0.335006795134281
8568,8568,SIG,50139,"[-74.1168355117259, 40.6114285830999]","[-74.116835, 40.6114289999998]",0.207982249054272
